t,head_drop,elbow_tuck,arm_open,torso_lean,kick_lateral,rot_proxy
0.0,-0.242432571528901,0.7606004622022564,0.46483645353464764,0.07476352660182324,0.8388509856894033,0.0
0.03333333333333333,-0.2461700888611445,0.7481901466710024,0.45399654391283595,0.07569063415974961,0.8278018428382713,0.0027305148541927338
0.06666666666666667,-0.24154155537474387,0.705139608863109,0.40760344791677283,0.07875712379363749,0.7114745520084013,0.007264278829097748
0.1,-0.21743574464729112,0.6807182929416912,0.3858116207001663,0.0871827339221532,0.6487294768750833,0.015018953010439873
0.13333333333333333,-0.22674699750727376,0.662408801551819,0.36812814323625914,0.09030528898573358,0.6219788283243118,0.0026548728346824646
0.16666666666666666,-0.2137390637725799,0.6539137141518805,0.3679196333665285,0.09639340590853886,0.6135047304638892,0.01089330855756998
0.2,-0.227009046431196,0.6629716591125444,0.4046265035086924,0.12002983561617146,0.5541605347284251,0.006606481038033962
0.23333333333333334,-0.2333756474307548,0.6848292209842074,0.4267507200112913,0.10378594495256874,0.39111767223030103,0.004686623811721802
0.26666666666666666,-0.23042256916578718,0.6611870936234269,0.42522539963350325,0.10191951670725269,0.3991024733641861,0.0007273238152265549
0.3,-0.2647109689219374,0.6752654393640689,0.49130053917401373,0.10543333769964533,0.42698213340148544,0.012015772983431816
0.3333333333333333,-0.23740619863887552,0.7019978827539515,0.5971327721894086,0.1085424024525438,0.4358801574037427,0.008166919695213437
0.36666666666666664,-0.23960845225938035,0.7062788908187408,0.681259467567078,0.11102853523450099,0.1748620182446516,0.0016617311630398035
0.4,-0.23554025593602668,0.7099738478067972,0.7467416331690525,0.11415795867481256,0.07808828403125968,0.0021347033325582743
0.43333333333333335,-0.2459156919949709,0.7028698572866031,0.7733510215072268,0.10834745134831503,0.08844113941263924,0.0022470111143775284
0.4666666666666667,-0.26109905803319633,0.6972493774435291,0.7965414712544265,0.08987465863772755,0.2618049701967791,0.01034196006366983
0.5,-0.2530215074817169,0.7044049021866676,0.8200347345321692,0.07332450089054522,0.2838949689919777,0.003623795695602894
0.5333333333333333,-0.2560901544658313,0.7006842595139138,0.8199997975091686,0.05963715499895285,0.33401611577371676,0.002382049337029457
0.5666666666666667,-0.26126129145787597,0.7063372870893317,0.825504938354366,0.04435263828175781,0.33488355203986436,0.005102662675199099
0.6,-0.262880845750836,0.6983128505722979,0.8241782840287961,0.031031124679087797,0.3173727825357423,0.005699577435734682
0.6333333333333333,-0.2657068263041762,0.6878916076806879,0.8137453505782559,0.02088261066875435,0.31835267232484116,0.0035342888440936804
0.6666666666666666,-0.256644366699495,0.6859625931177812,0.8007445003926913,0.014668899959660163,0.3041415714301946,0.00016925972886383533
0.7,-0.2568549884081801,0.6842929368411254,0.7964312112133893,0.010775480105216713,0.2841919430402534,0.0008969873888418078
0.7333333333333333,-0.25523497521967403,0.6818795705584226,0.7980903665694696,0.006712769969234686,0.2652796596751164,0.0033352718455716968
0.7666666666666667,-0.2503970561583935,0.6760584003230137,0.7915258013830447,0.004907170754218355,0.24907712868903384,0.0020675337873399258
0.8,-0.2449319124274793,0.676235647325277,0.7857254284770637,0.011241137734052702,0.2506658505528502,0.0015931003727018833
0.8333333333333334,-0.24362499679394106,0.6810985274683096,0.7783635133784971,0.02144313055810866,0.23264937638801722,0.0013175003696233034
0.8666666666666667,-0.24876900425335685,0.699935032225154,0.7880339985535896,0.04074578552711315,0.45560153874988574,0.00036685133818536997
0.9,-0.23958128946391719,0.7282059958941604,0.7880435394768148,0.05003558460455948,0.4744782561959923,0.007315009483136237
0.9333333333333333,-0.22901280593322354,0.7350341076054967,0.780741884109097,0.05948194589666404,0.5192343003308917,0.0004588398151099682
0.9666666666666667,-0.2213695437391071,0.7445550947485797,0.7635039842030027,0.09147812008453948,0.5364452554769662,0.0016377302818000317
1.0,-0.21116553524888282,0.7245312215204978,0.7381725927295949,0.11604860819588574,0.5364431596446644,0.006706373627821449
1.0333333333333334,-0.2066357906673655,0.7323733539188145,0.7251757919061748,0.14209647410405765,0.5222358600886915,0.010141110185941216
1.0666666666666667,-0.17688457700874838,0.7713766505098937,0.6973376253568654,0.1815713609615668,0.5096210004254264,0.003397395834326744
1.1,-0.15536698817417535,0.7843541928021793,0.6654220069473118,0.23983169014562766,0.5178370769722445,0.04169969167560339
1.1333333333333333,-0.13431476687094474,0.8022955328851893,0.6002719706258164,0.3099939441071677,0.48598933288747914,0.017065489664673805
1.1666666666666667,-0.093292134631734,0.8010310197781964,0.5021763708569653,0.2715668470587636,0.43296590809485835,0.0030087782070040703
1.2,-0.1170983346577031,0.8038467654506165,0.4416966365492882,0.273867172525189,0.39132510936634274,0.004925389774143696
1.2333333333333334,-0.13060707273801933,0.8051680544546836,0.43692167327306347,0.7471477108174326,0.3839522638361205,0.018050946295261383
1.2666666666666666,-0.15948140168128697,0.8201850981509787,0.4227353902715981,0.046412723472485644,0.38111135656322387,0.009559575468301773
1.3,-0.12736851586512604,0.7610761069274299,0.3734161818272992,0.022234686666779604,0.37558282322314224,0.019069032510742545
1.3333333333333333,-0.16287727684718709,0.7674051221771602,0.32785468449719624,0.11963495033013898,0.4144484029178743,0.03646379173733294
1.3666666666666667,-0.14426006876454234,0.800943793717333,0.2765679749806268,0.5655600887877935,0.46469073018797286,0.06697850301861763
1.4,-0.18271632438597374,0.8043072733752337,0.28476968380314377,1.2404534932670959,0.5589715104262254,0.02264847606420517
1.4333333333333333,-0.1329874499293917,0.817611704570965,0.24731768998760686,1.103674353776228,0.6381507375569079,0.04315792769193649
1.4666666666666666,-0.1613432700535704,0.8150084342291437,0.31391227249473436,0.5619463007157366,0.8740460794661087,0.012675300240516663
1.5,-0.21212915232684343,0.8130744017749288,0.39393468703360374,1.3281579826054228,0.8149130493897699,0.08781269192695618
1.5333333333333334,-0.2555796765464319,0.8253244010729103,0.48982091533500904,0.31663354630033325,0.6693918709252795,0.0695115476846695
1.5666666666666667,-0.2203511832397044,0.8646817446964472,0.5477239122752555,0.2572008201273972,0.5822255186217808,0.05303332582116127
1.6,-0.20583322739296145,0.8416963319004946,0.6139010479104429,0.27765627770839707,0.5293020262360076,0.01593344286084175
1.6333333333333333,-0.2139463535132053,0.8036222482853527,0.6511135474179474,0.25459848975365784,0.6151061055896123,0.01737801730632782
1.6666666666666667,-0.19229971271592072,0.7777937659720917,0.702367126536799,0.2477903490582522,0.5635774678483472,0.015185732394456863
1.7,-0.2359230147043574,0.7441591795790843,0.7471237566930873,0.20778741025495776,0.5672245815181124,0.010119196027517319
1.7333333333333334,-0.1948451786529107,0.733367618632235,0.8027385613185241,0.18678301459774024,0.44624910473999896,0.020199913531541824
1.7666666666666666,-0.21955160880581892,0.7246871664674391,0.8341099157458419,0.15905570897780097,0.37194613874645954,0.014272931963205338
1.8,-0.1993132407095259,0.7381929250593017,0.8737425410155647,0.11884880303785914,0.6455131888841836,0.014321395196020603
1.8333333333333333,-0.1823810370128343,0.7759371267773891,0.9558969930322738,0.09757708722319909,1.6453074181698208,0.009459271095693111
1.8666666666666667,-0.18562988538269282,0.77943640224264,0.9709383853909772,0.065491475426329,1.7742072186089668,0.0153071079403162
1.9,-0.20729624122877763,0.7887219918122984,0.9972797402410859,0.01630102421424062,2.11554238791677,0.018819709308445454
1.9333333333333333,-0.2124927024894828,0.8121979660788594,1.0347220495516554,0.03721417643686346,2.662912568019074,0.012788691557943821
1.9666666666666666,-0.21720260811114683,0.8262722667549499,1.050558360891688,0.05085945199490837,2.7801966019251494,0.018226251006126404
2.0,-0.2570758582759631,0.8637433022775495,1.1131563935170268,0.07944881090712676,2.810874497605516,0.0025868937373161316
2.033333333333333,-0.29896609326382984,0.9730678673703855,1.264206205311877,0.12654549250529118,2.694464708196358,0.006459709256887436
2.066666666666667,-0.3472240413838368,1.140363682750797,1.4969999163889454,0.1793830782938053,2.7572823961716493,0.025056556332856417
2.1,-0.3223181650799904,1.0064644747079097,1.3079475018402122,0.21304199620106315,1.08672590943664,0.021112263668328524
2.1333333333333333,-0.29121340912727606,0.9116561757685837,1.1782564610055812,0.2361194147854328,0.3022639203814051,0.000467006117105484
